precinct candidate race income
 52   3   1   5
 52   3   4   4
 52   3   1   6
 52   3   1   4
 52   1   1   0
 52   3   1   2
 52   3   1   6
 52   3   1   2
 52   3   4   5
 52   3   4   8
 52   1   1   8
 52   3   1   5
 52   1   1   8
 52   3   1   2
 52   3   1   1
 52   1   1   5
 52   3   1   8
 52   3   1   7
 52   3   1   3
 52   1   1   4
 52   3   1   6
 52   3   1   0
 52   3   1   8
 52   3   1   0
 52   3   1   2
 52   3   1   6
 52   3   1   0
 52   3   1   4
 52   3   1   6
 52   3   1   0
 52   3   5   5
 52   1   1   3
 52   1   1   4
 52   4   1   4
 52   3   1   8
 52   1   1   4
 52   3   2   5
 52   1   4   8
 52   3   1   2
 52   3   1   7
 52   3   1   6
 52   3   1   5
 52   1   1   8
 52   3   1   1
 52   3   2   3
 62   3   4   1
 62   3   4   1
 62   1   3   1
 62   1   3   1
 62   1   3   1
 62   3   4   0
 62   1   4   1
 62   1   1   1
 62   1   4   6
 62   1   3   6
 62   1   3   0
 62   3   4   1
 62   1   4   1
 62   1   3   1
 62   3   3   1
 62   3   4   1
 62   3   4   2
 62   1   3   1
 62   3   1   1
 62   1   3   1
 62   3   4   2
 62   1   3   1
 62   1   3   1
 62   3   2   4
 62   1   2   1
 62   3   3   1
 62   1   2   3
 62   3   1   6
 62   3   3   1
 62   1   3   4
 62   1   1   2
 62   3   2   1
 62   1   2   3
 62   1   5   4
 62   3   4   6
 62   3   1   3
 62   1   3   3
 62   1   3   3
 62   3   4   3
 61   1   4   3
 61   1   3   1
 61   3   3   0
 61   3   3   0
 61   3   4   4
 61   3   4   0
 61   1   3   1
 61   1   4   3
 61   1   3   1
 61   1   3   2
 61   3   1   1
 61   3   1   1
 61   3   5   3
 61   1   3   1
 61   1   5   2
 61   1   3   3
 61   1   3   2
 61   3   4   3
 61   1   3   3
 61   1   3   3
 61   1   3   3
 61   1   3   3
 61   1   3   3
 61   1   3   0
 61   3   2   4
 61   3   2   2
 61   1   3   1
 61   1   2   4
 61   3   2   3
 61   1   1   1
 61   1   3   3
 61   3   2   1
 61   1   3   1
 61   3   4   3
 61   1   3   2
 61   1   3   0
 61   1   3   1
 61   3   2   2
 61   1   3   0
 61   1   5   1
 92   1   3   2
 92   1   3   4
 92   1   3   2
 92   1   3   1
 92   1   3   4
 92   3   2   1
 92   3   2   2
 92   1   2   3
 92   3   2   0
 92   1   3   0
 92   1   1   0
 92   1   3   2
 92   1   3   4
 92   1   2   4
 92   1   2   3
 92   1   2   2
 92   1   2   3
 92   3   2   1
 92   3   2   3
 92   3   2   4
 92   3   2   0
 92   1   3   1
 92   1   3   4
 92   1   1   2
 92   3   2   3
 92   3   2   1
 92   1   2   1
 92   1   3   0
 92   3   2   2
 92   1   3   1
 92   1   3   1
 92   1   2   4
 92   1   2   4
 92   1   2   5
 92   1   2   2
 92   1   3   1
 92   1   2   1
 92   1   3   2
 92   1   1   1
 92   3   2   2
 94   3   1   2
 94   1   5   3
 94   1   3   2
 94   1   3   2
 94   1   3   1
 94   4   1   5
 94   3   2   0
 94   3   2   4
 94   3   1   1
 94   1   3   1
 94   1   3   1
 94   3   2   0
 94   1   3   2
 94   4   2   5
 94   1   2   4
 94   3   1   1
 94   1   3   1
 94   1   3   4
 94   1   3   0
 94   1   3   0
 94   3   2   4
 94   1   3   4
 94   1   0   0
 94   3   2   4
 94   1   3   1
 94   1   0   0
 94   1   1   0
 94   1   3   1
 94   1   4   2
 94   3   1   3
 94   3   3   2
 94   3   1   0
 94   3   1   3
 94   1   3   0
 94   1   3   2
 94   1   0   1
 94   1   3   4
 94   1   3   3
 94   1   3   7
 94   1   3   2
 94   1   2   2
 94   1   3   1
 94   1   3   4
 94   1   3   3
 94   4   5   2
 94   1   3   1
 94   3   1   2
 94   1   3   4
 94   3   1   2
 94   1   3   2
 94   3   2   2
 94   3   2   1
 94   3   2   1
 94   3   2   2
 94   3   2   1
 94   3   2   5
 94   3   2   5
 94   1   2   0
 94   1   3   4
 94   1   2   2
 94   1   3   1
 94   1   2   5
 94   1   2   4
 94   1   3   0
 94   1   3   1
 94   1   3   3
 94   3   1   6
 94   3   1   6
 31   3   1   4
 31   3   1   8
 31   1   1   4
 31   3   1   3
 31   3   1   2
 31   3   1   3
 31   3   2   2
 31   3   1   0
 31   3   1   6
 31   3   1   4
 31   3   1   3
 31   3   1   7
 31   3   1   6
 31   3   1   5
 31   4   1   3
 31   3   1   8
 31   3   1   2
 31   2   3   8
 31   4   1   3
 31   3   1   7
 31   2   2   4
 34   1   1   6
 34   3   1   6
 34   1   1   4
 34   3   1   1
 34   3   3   2
 34   1   1   6
 34   1   1   4
 34   1   1   2
 34   3   1   3
 34   3   1   1
 34   1   1   1
 34   3   2   4
 34   2   1   2
 34   5   3   3
 34   1   3   4
 34   3   3   1
 34   3   3   3
 34   3   2   3
 34   3   1   1
 34   1   2   1
 34   3   2   5
 34   3   1   4
 34   3   5   1
 34   1   2   3
 34   3   1   0
 41   3   1   8
 41   3   2   2
 41   3   1   1
 41   1   5   4
 41   1   3   6
 41   1   3   2
 41   3   2   0
 41   3   0   0
 41   1   3   2
 41   3   2   8
 41   3   1   4
 41   3   2   3
 41   3   2   4
 41   3   3   2
 41   3   1   3
 41   3   1   3
 41   3   1   2
 41   3   1   0
 41   1   3   3
 41   1   3   5
 41   1   3   5
 41   2   1   3
 41   3   1   3
 41   3   2   1
 41   3   1   4
 41   1   3   2
 41   3   1   4
 41   3   2   5
 41   3   1   4
 41   1   1   4
 41   1   3   0
 41   3   1   5
 41   1   2   2
 41   3   1   5
 41   1   1   5
 41   3   1   4
 41   3   1   1
 72   1   4   5
 72   1   1   6
 72   3   2   4
 72   1   1   0
 72   1   3   1
 72   1   3   5
 72   3   1   5
 72   1   3   1
 72   3   1   2
 72   1   3   4
 72   3   1   2
 72   1   3   8
 72   1   3   3
 72   3   1   2
 72   1   1   6
 72   3   4   7
 72   3   1   2
 72   3   1   3
 72   3   1   3
 72   3   4   2
 72   3   1   6
 72   3   1   5
 72   4   1   4
 72   1   2   5
 72   3   4   7
 72   3   4   4
 72   3   2   3
 72   3   1   4
 72   1   3   5
 72   1   1   2
 72   1   3   4
 72   3   4   1
 72   3   1   5
 72   3   2   5
 72   1   3   3
 72   3   1   4
 72   1   1   8
 72   1   1   6
 72   3   1   8
 72   3   1   8
 72   3   1   5
 72   1   1   4
 22   1   1   7
 22   3   1   3
 22   3   1   4
 22   3   1   4
 22   3   1   2
 22   3   1   8
 22   3   1   8
 22   3   1   3
 22   3   1   4
 22   1   1   7
 22   3   1   6
 22   3   1   6
 22   3   1   3
 22   1   1   7
 22   3   1   6
 22   3   1   3
 22   3   1   7
 22   3   0   1
 22   3   5   8
 22   1   1   8
 22   3   1   4
 22   1   1   3
 22   1   1   2
 22   1   1   6
 22   1   1   4
 22   3   1   8
 22   3   1   1
 22   3   1   4
 22   1   3   5
 22   3   1   7
 22   1   1   2
 22   3   1   7
 22   1   1   3
 22   3   1   8
 22   5   1   2
 22   3   1   8
 22   3   2   5
 22   3   1   4
 22   3   2   6
 22   1   1   1
 22   1   1   2
 22   3   1   7
 22   3   5   2
 22   1   3   8
 22   1   5   3
 22   1   4   7
 22   3   1   4
 22   1   3   2
 22   1   1   7
 22   1   1   3
 22   1   1   3
 22   1   1   4
 22   3   1   4
 22   1   3   3
 22   3   1   5
 21   3   1   5
 21   1   1   3
 21   3   1   4
 21   3   1   3
 21   3   1   3
 21   1   1   1
 21   1   4   7
 21   3   1   5
 21   3   1   0
 21   3   1   1
 21   3   1   8
 21   3   1   3
 21   3   1   5
 21   3   1   6
 21   3   1   6
 21   1   3   5
 21   3   1   7
 21   3   1   5
 21   3   1   2
 81   1   3   1
 81   3   2   1
 81   3   2   3
 81   1   5   3
 81   1   2   1
 81   1   3   3
 81   1   2   1
 81   1   3   2
 81   1   2   2
 81   1   0   0
 81   1   3   2
 81   1   3   3
 81   3   4   1
 81   1   3   6
 81   1   3   1
 81   3   3   1
 81   1   3   1
 81   1   3   2
 81   1   3   3
 81   1   3   2
 81   1   3   2
 81   1   3   1
 81   1   3   1
 81   1   3   0
 81   1   3   6
 81   1   3   2
 81   1   3   1
 81   3   2   1
 81   1   3   5
 81   1   3   4
 81   3   3   1
 81   1   3   4
 81   1   3   2
 81   1   3   1
 81   1   3   2
 81   1   3   4
 81   3   4   4
 81   1   3   6
 81   1   2   2
 81   1   3   5
 81   1   3   1
 81   5   2   3
 81   1   3   4
 81   1   3   1
 81   1   3   1
 81   1   3   4
 81   1   3   5
 81   1   5   2
 81   1   3   2
 81   1   3   3
 81   3   2   7
 81   1   3   2
 81   1   2   4
 81   1   5   2
 81   1   4   6
 81   1   3   4
 81   1   2   3
 81   3   2   7
 81   1   3   3
 81   3   2   5
 81   3   2   3
 81   3   2   4
 81   3   2   1
 81   3   1   3
 81   1   3   6
 81   1   3   1
 81   1   3   1
 81   1   3   3
 25   1   1   6
 25   3   1   7
 25   1   1   8
 25   1   1   0
 25   1   1   0
 25   3   1   8
 25   3   1   8
 25   3   1   3
 25   1   1   7
 25   1   1   4
 25   3   1   8
 25   3   1   3
 25   3   1   6
 25   1   1   5
 25   3   1   5
 25   1   1   3
 25   3   1   8
 25   1   1   8
 25   3   1   6
 25   3   2   4
 25   3   1   0
 25   1   1   8
 25   3   1   8
 25   3   1   8
 25   3   2   8
 25   1   1   3
 25   3   1   5
 25   3   1   7
 25   3   1   6
 25   3   1   1
 25   1   2   3
 25   3   1   8
 25   3   2   3
 12   3   1   6
 12   3   1   5
 12   3   1   6
 12   5   1   5
 12   1   1   4
 12   3   1   5
 12   3   1   6
 12   1   1   5
 12   3   3   4
 12   1   2   5
 12   3   1   3
 12   3   2   6
 12   3   2   7
 12   1   3   8
 12   3   1   3
 12   1   3   6
 12   3   1   4
 12   3   2   3
 12   3   4   3
 12   3   1   6
 12   3   1   8
 12   3   1   3
 12   3   3   1
 12   3   2   2
 12   1   1   3
 12   3   1   5
 12   3   1   1
 12   3   2   4
 12   1   1   6
 12   3   1   5
 12   1   3   6
 12   1   1   4
 12   3   1   7
 12   1   4   2
 12   1   1   8
 12   1   3   6
 12   3   2   4
 12   3   1   3
 12   3   1   8
 12   1   3   3
 12   1   2   5
 12   3   1   5
 12   3   1   3
 12   1   3   4
 12   1   2   4
 12   3   1   4
 12   1   2   4
 12   3   2   1
 12   3   3   3
 12   3   1   6
 12   3   1   7
 12   3   2   2
 12   1   3   8
 12   3   2   2
 12   3   1   7
 12   3   1   7
 12   1   3   6
 12   3   3   1
 12   3   1   3
 12   1   3   1
 12   1   3   6
 24   3   1   7
 24   3   2   7
 24   3   1   4
 24   1   1   7
 24   1   2   8
 24   3   1   5
 24   1   1   6
 24   3   1   8
 24   3   1   6
 24   3   1   8
 24   3   1   3
 24   3   1   6
 24   3   4   3
 24   3   1   6
 24   3   1   5
 24   3   1   7
 24   3   1   2
 24   1   1   3
 24   3   1   8
 24   3   1   6
 24   1   3   3
 24   1   3   8
 24   1   1   3
